Jim Lehrer just directed the debate audience ... 30 seconds ... #tweetdebate	^ ^ R V D N N , $ N , #	0.9979 0.9959 0.9992 0.9967 0.9997 0.9963 0.9881 0.9623 0.9930 0.9717 0.9633 0.9767	Jim Lehrer just directed the debate audience ... 30 seconds ... #tweetdebate
Good God can we STOP invading other countries ?! #tweetdebate #current #debate08	A ^ V O V V A N , # # #	0.9188 0.9757 0.9969 0.9853 0.9951 0.9975 0.9897 0.9982 0.9921 0.9680 0.9904 0.9928	Good God can we STOP invading other countries?! #tweetdebate #current #debate08
" -1 mccain , nobody understands what preconditions are #tweetdebate "	, $ ^ , N V O N V # ,	0.9811 0.9757 0.7711 0.9973 0.9400 0.9924 0.8858 0.9984 0.9664 0.7038 0.9919	"-1 mccain, nobody understands what preconditions are #tweetdebate"
@janoss - It doesn't have anything to do with his preparations for this debate ?	@ , O V V N P V P D N P D N ,	0.9962 0.9161 0.9225 0.9990 0.9998 0.9977 0.9927 0.9998 0.9987 0.9995 0.9988 0.9999 0.9683 0.9990 0.9972	@janoss - It doesn't have anything to do with his preparations for this debate?
-3 McCain for mispronounce of world leader's name . -3 Obama for trying to correct . #tweetdebate	$ ^ P N P N S N , $ ^ P V P A , #	0.9528 0.9592 0.9988 0.5413 0.9942 0.7899 0.7107 0.9989 0.9973 0.9736 0.9943 0.9977 0.9964 0.9638 0.9277 0.9983 0.9874	-3 McCain for mispronounce of world leader's name. -3 Obama for trying to correct. #tweetdebate
@current keep up the good work .. I bet your getting slammed	@ V T D A N , O V D V V	0.9993 0.9946 0.9593 0.9992 0.9951 0.9975 0.9951 0.9994 0.9999 0.5204 0.8754 0.9816	@current keep up the good work.. I bet your getting slammed
McCain -3 for propaganda platform rubbish . What an arrogant asshole are you John ?! #tweetdebate	^ $ P N N N , O D A N V O ^ , #	0.9397 0.9867 0.9981 0.9377 0.9939 0.5305 0.9983 0.9657 0.9885 0.9900 0.9857 0.9917 0.9978 0.9964 0.9800 0.9836	McCain -3 for propaganda platform rubbish. What an arrogant asshole are you John?! #tweetdebate
Mccain +1 ok .. for your efforts in pron . names #tweetdebate	^ , ! , P D N P N , N #	0.9036 0.4146 0.9197 0.9949 0.9988 0.9960 0.9990 0.9960 0.8662 0.9966 0.9872 0.9482	Mccain +1 ok.. for your efforts in pron. names #tweetdebate
-3 mccain can't even pronounce the name of the head of Iran . @nprpolitics contestants on Wait Wait Don't Tell me do it better . #tweetdebate	$ ^ V R V D N P D N P ^ , @ N P V V V V O V O A , #	0.9627 0.8094 0.9978 0.9880 0.9983 0.9997 0.9997 0.9996 0.9996 0.9991 0.9995 0.9945 0.9942 0.9961 0.9848 0.9974 0.7850 0.9530 0.9852 0.9999 0.9997 0.9993 0.9731 0.6143 0.9967 0.9868	-3 mccain can't even pronounce the name of the head of Iran. @nprpolitics contestants on Wait Wait Don't Tell me do it better. #tweetdebate
" -5 for McCain's constant reminder of how old he is . "" Back in the day ... "" "" Back when ... "" #tweetdebate #debate08 "	, $ P Z A N P R A O V , , R P D N , , , R R , , # # ,	0.9825 0.9920 0.9992 0.7450 0.9666 0.9994 0.9953 0.9447 0.9930 0.9970 0.9998 0.9964 0.9680 0.8745 0.9978 0.9995 0.9981 0.9475 0.9334 0.9867 0.9221 0.9954 0.8336 0.9368 0.9737 0.9887 0.9744	"-5 for McCain's constant reminder of how old he is.  ""Back in the day...""  ""Back when..."" #tweetdebate #debate08"
#tweetdebate has there been any knock out punches yet ?	# V R V D N P N R ,	0.5634 0.9951 0.5013 0.9938 0.9090 0.5047 0.7048 0.6834 0.9783 0.9983	#tweetdebate has there been any knock out punches yet?
McCain -3 for mispronouncing world leaders ' names . Say Ahmadinejad 3 times real fast . #tweetdebate	^ $ P V N N , N , V ^ $ N R A , #	0.9397 0.9867 0.9978 0.7298 0.8574 0.9918 0.9747 0.9983 0.9979 0.8995 0.9659 0.9860 0.9647 0.5814 0.9879 0.9983 0.9874	McCain -3 for mispronouncing world leaders' names. Say Ahmadinejad 3 times real fast. #tweetdebate
Gorbatschow brought the wall down dude not your fucking Reagan ! #tweetdebate	^ V D N P N R D A ^ , #	0.5603 0.9956 0.9982 0.9721 0.4605 0.9571 0.9600 0.8565 0.6229 0.9686 0.9922 0.9912	Gorbatschow brought the wall down dude not your fucking Reagan! #tweetdebate
+2 Mccain for understanding that history applies to the present #tweetdebate	$ ^ P V D N V P D A #	0.9720 0.9662 0.9959 0.9421 0.5766 0.9964 0.9200 0.9968 0.9992 0.6587 0.9165	+2 Mccain for understanding that history applies to the present #tweetdebate
" McCain -2 false statement about "" wiping Israel off map "" #tweetdebate "	, ^ $ A N P , V ^ P N , # ,	0.9819 0.9666 0.9832 0.9885 0.9930 0.9863 0.9802 0.9959 0.9780 0.4313 0.9926 0.9744 0.9601 0.9950	"McCain -2 false statement about "" wiping Israel off map"" #tweetdebate"
McCain aligning himself with Reagan and Nixon . This is why I don't care for him . #tweetdebate	^ V O P ^ & ^ , O V R O V V P O , #	0.9438 0.9927 0.9871 0.9990 0.9980 0.9981 0.9933 0.9962 0.9391 0.9980 0.9841 0.9991 1.0000 0.9948 0.9992 0.9955 0.9963 0.9847	McCain aligning himself with Reagan and Nixon. This is why I don't care for him. #tweetdebate
I support sitting down without preconditions . #tweetdebate	O V V T P N , #	0.9906 0.9950 0.9971 0.5219 0.9941 0.9982 0.9977 0.9871	I support sitting down without preconditions. #tweetdebate
#tweetdebate Kissenger can't leave the the country because he will get arrested in some countries ... good one mccain	# ^ V V D D N P O V V V P D N , A $ ^	0.9141 0.9222 0.9951 0.9998 0.9844 0.9670 0.9947 0.9998 0.9988 0.9988 0.9997 0.9945 0.9723 0.9941 0.9986 0.9783 0.9996 0.9498 0.5952	#tweetdebate Kissenger can't leave the the country because he will get arrested in some countries... good one mccain
Obama & McCain's Tax Plans Visualized via Washington Post http://zi.ma/9676b6 #current #tweetdebate	^ & Z N N V P ^ N U # #	0.9874 0.9924 0.6244 0.6674 0.9750 0.7595 0.9896 0.9979 0.6746 0.9911 0.9728 0.9963	Obama & McCain's Tax Plans Visualized via Washington Post http://zi.ma/9676b6 #current #tweetdebate
+2 Obama for clear understanding of Iran/middle east issues #tweetdebate	$ ^ P A N P ^ A N #	0.9720 0.9943 0.9915 0.9968 0.9694 0.9991 0.9933 0.8376 0.9970 0.9402	+2 Obama for clear  understanding of Iran/middle east issues #tweetdebate
@BarackObama McCain has you with Iran . #current #obamashot #mccainshot	@ ^ V O P ^ , # # #	0.9984 0.9827 0.9993 0.9984 0.9988 0.9934 0.9951 0.7922 0.8933 0.9503	@BarackObama McCain has you with Iran. #current #obamashot #mccainshot
@NoOneYouKnow Someone Please make the league tshirt . I'm for it ! #tweetdebate	@ N V V D N N , L P O , #	0.9990 0.9473 0.9576 0.9972 0.9992 0.4862 0.9799 0.9989 0.9955 0.9990 0.9972 0.9982 0.9901	@NoOneYouKnow Someone Please make the league tshirt. I'm for it! #tweetdebate
" +1pt for Obama saying "" I reserve the right to meet w/whoever at the time of my choosing as president of US "" . #tweetdebate "	, $ P ^ V , O V D A P V P P D N P D V P N P ^ , , # ,	0.9811 0.7801 0.9993 0.9969 0.9940 0.9901 0.9603 0.9973 0.9962 0.4388 0.9987 0.9983 0.5133 0.9979 0.9997 0.9995 0.9985 0.9050 0.8609 0.9467 0.9899 0.9967 0.6487 0.9585 0.9922 0.9605 0.9744	"+1pt for Obama saying ""I reserve the right to meet w/whoever at the time of my choosing as president of US"". #tweetdebate"
" #tweetdebate -3 for McCain for arrogance and downtalking . This guy is just disrespectful , imagine McCain negotiating internationally "	, # $ P ^ P N & N , D N V R A , V ^ V R ,	0.9743 0.8795 0.9926 0.9996 0.9906 0.9984 0.9731 0.9978 0.3489 0.9980 0.9829 0.9847 0.9947 0.9997 0.9465 0.9971 0.9734 0.9712 0.9905 0.9490 0.9949	"#tweetdebate -3 for McCain for arrogance and downtalking. This guy is just disrespectful, imagine McCain negotiating internationally"
" Mccain -1 for rolling his eyes when Obama mentioned that "" A "" isn't the right person at IRAN to target LOL #Tweetdebate "	, ^ $ P V D N R ^ V O , D , V D A N P ^ P N ! # ,	0.9784 0.9674 0.9773 0.9987 0.9960 0.9996 0.9954 0.9530 0.9952 0.9990 0.6941 0.9894 0.7790 0.9710 0.9995 0.9960 0.9267 0.9961 0.9998 0.9945 0.9923 0.8452 0.9789 0.9300 0.9877	"Mccain -1 for rolling his eyes when Obama mentioned that ""A"" isn't the right person at IRAN to target  LOL #Tweetdebate"
Obama +2 fo tea with Ahmadinejad #tweetdebate	^ $ P N P ^ #	0.9807 0.9634 0.6793 0.9042 0.9994 0.9852 0.9406	Obama +2 fo tea with Ahmadinejad #tweetdebate
-3 McCain for lying about Obama's position regarding unconditional negitiatoins #tweetdebate	$ ^ P V P Z N V A N #	0.9528 0.9592 0.9983 0.9992 0.9797 0.9352 0.9963 0.9546 0.9981 0.3835 0.9569	-3 McCain for lying about Obama's position regarding unconditional negitiatoins #tweetdebate
@current #current I don't remember Clinton stuttering this much during debates ...	@ # O V V ^ V D A P N ,	0.9993 0.8216 0.9975 1.0000 0.9995 0.9988 0.9956 0.8251 0.7350 0.9784 0.9925 0.8482	@current #current I don't remember Clinton stuttering this much during debates ...
Obama +3 for using McCain's advisers against him . #tweetdebate	^ $ P V Z N P O , #	0.9807 0.9860 0.9982 0.9815 0.5564 0.9934 0.9985 0.9956 0.9978 0.9863	Obama +3 for using McCain's advisers against him. #tweetdebate
+3 Obama sound bite : it doesn't mean you invite them for tea #tweetdebate	$ ^ V N , O V V O V O P N #	0.9675 0.9919 0.7654 0.5501 0.9832 0.9861 0.9993 0.9994 0.9990 0.9999 0.9694 0.9974 0.9392 0.9437	+3 Obama  sound bite: it doesn't mean you invite them for tea  #tweetdebate
" @cmarlow480 when you get as old as McCain everything is supported with a story , #tweetdebate "	, @ R O V P A P ^ N V V P D N , # ,	0.9203 0.9982 0.9897 0.9983 0.9996 0.8390 0.9958 0.9791 0.9771 0.9935 0.9981 0.7559 0.9984 0.9983 0.9991 0.9988 0.9396 0.9931	"@cmarlow480 when you get as old as McCain everything is supported with a story, #tweetdebate"
" +1 Obama - acknowleding that he was called "" naive "" #tweetdebate "	, $ ^ , V P O V V , A , # ,	0.9717 0.3275 0.9952 0.9379 0.8065 0.8345 0.9990 0.9995 0.9883 0.9860 0.9789 0.9712 0.9601 0.9950	"+1 Obama - acknowleding that he was called ""naive"" #tweetdebate"
+3 Obama There is a difference between pre-conditions and preparation #tweetdebate # current	$ ^ X V D N P N & N # # A	0.9675 0.9861 0.7502 0.9982 0.9979 0.9992 0.9972 0.9912 0.9974 0.9956 0.8913 0.8272 0.9362	+3 Obama There is a difference between pre-conditions and preparation #tweetdebate # current
#obamashot everytime i get invited over for tea #tweetdebate	# R O V V P P N #	0.5287 0.6701 0.9904 0.9999 0.9518 0.7305 0.9825 0.9395 0.9343	#obamashot everytime i get invited over for tea #tweetdebate
Why do Republicans do that smirk ? It's inherently insulting . #tweetdebate	R V ^ V O V , L R A , #	0.8922 0.9931 0.7031 0.9988 0.5030 0.7909 0.9976 0.9966 0.9986 0.5837 0.9956 0.9877	Why do Republicans do that smirk? It's inherently insulting. #tweetdebate
+3 Obama There is a difference between pre-conditions and preparation #tweetdebate # current	$ ^ X V D N P N & N # # A	0.9675 0.9861 0.7502 0.9982 0.9979 0.9992 0.9972 0.9912 0.9974 0.9956 0.8913 0.8272 0.9362	+3 Obama There is a difference between pre-conditions and preparation #tweetdebate # current
Obama +2 on international policy . he's rocking this one ! #tweetdebate	^ $ P A N , L V D $ , #	0.9807 0.9905 0.9668 0.6331 0.9998 0.9982 0.9915 0.9927 0.9757 0.8286 0.9971 0.9912	Obama +2 on international policy. he's rocking this one! #tweetdebate
#tweetdebate I'm glad Obama's getting a chance to address this precondition thing .	# L A Z V D N P V D N N ,	0.8761 0.9976 0.9885 0.8368 0.9984 0.9987 0.9864 0.9980 0.7991 0.9691 0.9882 0.9973 0.9952	#tweetdebate I'm glad Obama's getting a chance to address this precondition thing.
" +1 obama on preconditions and tea , that was awesome #tweetdebate "	, $ ^ P N & N , O V A # ,	0.9717 0.3275 0.9221 0.9887 0.9944 0.9980 0.9581 0.9982 0.8398 0.9981 0.9889 0.8736 0.9893	"+1 obama on preconditions and tea, that was awesome #tweetdebate"
#tweetdebate	#	0.9641	#tweetdebate
" @lindagoin I'm lead to understand that he did practice prior to the debate , but it's known that he's not a good debater . Style issue ? "	, @ L V P V P O V N R P D N , & L V P L R D A N , N N , ,	0.9203 0.9983 0.9953 0.8852 0.9839 0.9995 0.8929 0.9994 0.9988 0.9058 0.7697 0.9995 0.9992 0.9991 0.9988 0.9944 0.9976 0.9760 0.5364 0.9915 0.9960 0.9805 0.9984 0.9976 0.9975 0.9120 0.9713 0.9964 0.9072	"@lindagoin I'm lead to understand that he did practice prior to the debate, but it's known that he's not a good debater.  Style issue?"
" +3pts for Obama : Talk first ... if that doesn't work , then we've strengthened our position to impose tougher sanctions . #tweetdebate "	, $ P ^ , V R , P O V V , R L V D N P V A N , # ,	0.9811 0.8052 0.9993 0.9986 0.9439 0.7625 0.6777 0.9851 0.9879 0.8858 0.9986 0.6261 0.9989 0.9827 0.9175 0.9983 0.9982 0.9994 0.9992 0.9993 0.9801 0.9995 0.9946 0.9655 0.9877	"+3pts for Obama: Talk first...if that doesn't work, then we've strengthened our position to impose tougher sanctions. #tweetdebate"
@sheenatabraham Say some more about Obama's vocal fillers . How do they help ? I'm genuinely curious . #current #tweetdebate	@ V D A P Z A N , R V O V , L R A , # #	0.9986 0.9786 0.9122 0.7711 0.9947 0.9457 0.9772 0.9990 0.9991 0.9764 0.9964 0.9885 0.9794 0.9985 0.9970 0.9998 0.9825 0.9982 0.9528 0.9956	@sheenatabraham Say some more about Obama's vocal fillers. How do they help? I'm genuinely curious.  #current #tweetdebate
@littlesparrowp your grandmother is lousy	@ D N V A	0.9991 0.9544 0.9988 0.9965 0.9977	@littlesparrowp your grandmother is lousy
@theebayk1d Exactly .. everything with mccain has a boring story behind it #tweetdebate	@ R , N P ^ V D A N P O #	0.9990 0.7699 0.9860 0.9835 0.9996 0.9817 0.9980 0.9942 0.9962 0.9991 0.9989 0.9966 0.9052	@theebayk1d Exactly.. everything with mccain has a boring story behind it #tweetdebate
McCain - 0.1 each time he smirks while Obama speaks . #tweetdebate	^ , $ D N O V P ^ V , #	0.9347 0.8409 0.9525 0.9505 0.9978 0.9717 0.9912 0.9145 0.9951 0.9533 0.9987 0.9877	McCain -0.1 each time he smirks while Obama speaks. #tweetdebate
Obama +2 for bringing up Spain fiasco #tweetdebate	^ $ P V T ^ N #	0.9807 0.9885 0.9982 0.9996 0.8118 0.9971 0.5881 0.9677	Obama +2 for bringing up Spain fiasco #tweetdebate
" @janoss - at any rate ( considering my bias ) , I'm seeing Mc as paperboard . "	, @ , P D N , V D N , , L V ^ P N , ,	0.9203 0.9932 0.8042 0.9982 0.9973 0.9974 0.9857 0.9984 0.9984 0.9976 0.9809 0.9978 0.9952 0.9891 0.6850 0.9003 0.8664 0.9976 0.9780	"@janoss - at any rate (considering my bias), I'm seeing Mc as paperboard."
" McCain should not make jokes "" Im not going to set appointments b4 I am prez , I don't even have a seal yet #tweetdebate "	, ^ V R V N , L R V P V N P O V ^ , O V R V D N R # ,	0.9819 0.9796 0.9959 0.9957 0.9872 0.9936 0.9927 0.9952 0.9982 0.9992 0.9838 0.9696 0.9861 0.9759 0.9989 0.9958 0.4022 0.9962 0.9974 1.0000 0.9829 0.9992 0.9981 0.9972 0.9234 0.9293 0.9744	"McCain should not make jokes ""Im not going to set appointments b4 I am prez, I don't even have a seal yet #tweetdebate"
@current What is Obama reading ? #current	@ O V ^ V , #	0.9992 0.9955 0.9971 0.9889 0.9874 0.9974 0.9558	@current  What is Obama reading?  #current
-3 mccains attempt at humor :( boo #tweetdebate	$ S V P N E N #	0.9690 0.3491 0.6995 0.9966 0.9941 0.9698 0.7420 0.9293	-3 mccains attempt at humor :( boo #tweetdebate
" -3 for both of these babies ! No debate , just talking down . #tweetdebate "	, $ P O P D N , D N , R V T , # ,	0.9825 0.9911 0.9995 0.4503 0.9949 0.9914 0.9973 0.9981 0.9359 0.9996 0.9984 0.9998 0.9983 0.5971 0.9966 0.9683 0.9871	"-3 for both of these babies! No debate, just talking down. #tweetdebate"
@current #current Ooh . It finally happened it took McCain 45 mins to call Obama naieve . Wow . I'm impressed he had that much patience	@ # ! , O R V O V ^ $ N P V ^ ^ , ! , L V O V D A N	0.9993 0.8663 0.9786 0.9987 0.9933 0.9989 0.9998 0.9970 0.9983 0.9888 0.9733 0.9734 0.9985 0.9863 0.9942 0.6657 0.9936 0.9909 0.9980 0.9972 0.6428 0.9982 0.9999 0.3742 0.9616 0.9986	@current #current Ooh. It finally happened it took McCain 45 mins to call Obama naieve. Wow. I'm impressed he had that much patience
" -2 McCain for saying that by listening to people in terrorist countries make bad comments , you legitimize those comments . #tweetdebate "	, $ ^ P V O P V P N P A N V A N , O V D N , # ,	0.9825 0.9761 0.9654 0.9971 0.9980 0.6233 0.9830 0.9953 0.9900 0.9682 0.9912 0.9779 0.9996 0.9841 0.9941 0.9978 0.9963 0.9984 0.9992 0.9840 0.9978 0.9971 0.9603 0.9860	"-2 McCain for saying that by listening to people in terrorist countries make bad comments, you legitimize those comments. #tweetdebate"
obama's thinking ' what an ahole with his stinking corpse remark ' #tweetdebate	Z V , O D N P D A N N , #	0.3478 0.9817 0.9708 0.9421 0.9852 0.9277 0.9998 0.9978 0.9930 0.9900 0.9614 0.9418 0.9671	obama's thinking ' what an ahole with his stinking corpse remark' #tweetdebate
Obama +1 pointing out McCain's bizarre statement regarding meeting prime minister of Spain #tweetdebate	^ , V T Z A N V N A N P ^ #	0.9605 0.3560 0.9994 0.5344 0.7012 0.9990 0.9984 0.8797 0.6722 0.6568 0.9993 0.9992 0.9943 0.9534	Obama +1 pointing out McCain's bizarre statement regarding meeting prime minister of Spain #tweetdebate
McCain tries really hard to demean Obama . #tweetdebate	^ V R A P V ^ , #	0.9628 0.9930 0.9998 0.8486 0.9988 0.9904 0.9938 0.9943 0.9870	McCain tries really hard to demean Obama. #tweetdebate
" Haven't you ever watched Star Wars ? Sit across a table , but keep your blaster ready ! #Current #debate08 #tweetdebate "	, V O R V ^ N , V P D N , & V D N A , # # # ,	0.9884 0.9872 0.9989 0.9884 0.9939 0.9788 0.8090 0.9972 0.9490 0.9892 0.9978 0.9975 0.9990 0.9912 0.9881 0.9889 0.8111 0.9482 0.9983 0.9811 0.9908 0.9938 0.9847	"Haven't you ever watched Star Wars? Sit across a table, but keep your blaster ready! #Current #debate08 #tweetdebate"
@current Why is the US going broke policing the world while being put at risk from within ? #current	@ R V D ^ V A V D N P V V P N P P , #	0.9992 0.6758 0.9985 0.9928 0.9133 0.9964 0.6166 0.5331 0.9992 0.9916 0.9639 0.9894 0.7242 0.9793 0.9458 0.9970 0.8889 0.9966 0.9623	@current Why is the US going broke policing the world while being put at risk from within? #current
My 9 year old asks why McCain doesn't look at Obama . #tweetdebate	D $ N A V R ^ V V P ^ , #	0.9936 0.9895 0.9212 0.9589 0.8767 0.9459 0.9675 0.9923 0.9969 0.9984 0.9994 0.9906 0.9863	My 9 year old asks why McCain doesn't look at Obama.  #tweetdebate
want a t-shirt too ! #tweetdebate	V D N R , #	0.9973 0.9983 0.9976 0.9659 0.9967 0.9895	want a t-shirt too! #tweetdebate
-4 for McCain for demanding oil drills when soler gives 5000000 watts with 15 SA per year #tweetdebate	$ P ^ P V N N R ^ V $ N P $ ^ D N #	0.9865 0.9997 0.9927 0.9984 0.9851 0.9828 0.7423 0.9866 0.8472 0.9975 0.9825 0.8350 0.9984 0.9931 0.5670 0.3604 0.9896 0.9354	-4 for McCain for demanding oil drills when soler gives 5000000 watts  with 15 SA per year #tweetdebate
we owe china $500B - we consumers buy china products - US goc borrows $ ( our money ) from chine - we buy more . see the cycle ? #tweetdebate	O V ^ $ , O N V ^ N , ^ ^ V G , D N , P ^ , O V A , V D N , #	0.9976 0.9963 0.9149 0.7754 0.9600 0.7091 0.9369 0.9735 0.8329 0.9940 0.9528 0.7813 0.9415 0.9165 0.5363 0.9480 0.9914 0.9973 0.9931 0.9964 0.7881 0.8102 0.9756 0.9945 0.6030 0.9977 0.9945 0.9997 0.9912 0.9952 0.9703	we owe china $500B - we consumers buy china products - US goc borrows $ (our money) from chine - we buy more. see the cycle? #tweetdebate
" -1 McCain for more "" preconditions BS "" #tweetdebate "	, $ ^ P A , N N , # ,	0.9811 0.9680 0.9613 0.9911 0.9469 0.9866 0.9868 0.9636 0.9881 0.9613 0.9919	"-1 McCain for more ""preconditions BS"" #tweetdebate"
Talking is dangerous . Just .. ah ... shoot people ! #Current #debate08 #tweetdebate	V V A , R , ! , V N , # # #	0.5384 0.9847 0.9902 0.9990 0.9994 0.9833 0.9447 0.9189 0.5338 0.9991 0.9986 0.9825 0.9901 0.9971	Talking is dangerous.  Just.. ah... shoot people! #Current #debate08 #tweetdebate
I am disappointed . #tweetdebate	O V A , #	0.9975 0.9972 0.9539 0.9974 0.9858	I am disappointed. #tweetdebate
" If they give the candidates 2 minutes , why are they not ending after 2 minutes ? #tweetdebate "	, P O V D N $ N , R V O R V P $ N , # ,	0.9926 0.9844 0.9952 0.9999 0.9997 0.9965 0.6466 0.9893 0.9981 0.8866 0.9837 0.9960 0.9987 0.9990 0.9074 0.9484 0.9893 0.9975 0.9582 0.9867	"If they give the candidates 2 minutes, why are they not ending after 2 minutes? #tweetdebate"
#tweetdebate	#	0.9641	#tweetdebate
""" Sen. Obama , can you see Russia from your house ??? "" #current #debate #tweetdebate "	, ^ ^ , V O V ^ P D N , , # # # ,	0.7646 0.9281 0.9991 0.9971 0.9994 0.9987 0.9950 0.9871 0.9992 0.9923 0.9942 0.9955 0.9142 0.9271 0.9863 0.9950 0.9871	"""Sen. Obama, can you see Russia from your house???"" #current #debate #tweetdebate"
" +2 Obama "" The notion that we would sit with Akmujinadad and let him spew out bile comments without saying anything is wrong . "" #tweetdebate "	, $ ^ , D N P O V V P ^ & V O V T N N P V N V A , , # ,	0.9825 0.9845 0.9870 0.9789 0.9840 0.9985 0.9851 0.9989 0.9997 0.9997 0.9892 0.9511 0.9982 0.9991 0.9908 0.7997 0.7815 0.8665 0.8706 0.9974 0.9960 0.9925 0.9982 0.9870 0.9981 0.7885 0.9584 0.9880	"+2 Obama ""The notion that we would sit with Akmujinadad and let him spew out bile comments without saying anything is wrong."" #tweetdebate"
-3 for having multiple twitter tags for the same concept #tweetdebate #debate08	$ P V A ^ N P D A N # #	0.9857 0.9990 0.9976 0.8433 0.9091 0.9898 0.9999 0.9996 0.9886 0.9988 0.9440 0.9943	-3 for having multiple twitter tags for the same concept #tweetdebate #debate08
#tweetdebate I like the debate format so far . At least there is some back-and-forth .	# O V D N N R R , P A X V D N ,	0.9104 0.9945 0.8408 0.9991 0.9978 0.9819 0.8633 0.9285 0.9981 0.9587 0.8957 0.6546 0.9983 0.9676 0.9824 0.9990	#tweetdebate I like the debate format so far.  At least there is some back-and-forth.
" yes , but let's talk about jim lehrer ! #current #debate08 #tweetdebate "	, ! , & L V P ^ ^ , # # # ,	0.9822 0.9871 0.9980 0.9930 0.9936 0.9986 0.9703 0.9897 0.9933 0.9948 0.9792 0.9915 0.9938 0.9950	"yes, but let's talk about jim lehrer! #current #debate08 #tweetdebate"
" #current #tweetdebate Mc can only run diversions ... "" Dr. Kissenger my old friend "" ! Please . "	, # # ^ V R V N , , ^ ^ D A N , , V , ,	0.9787 0.9390 0.9775 0.8483 0.9877 0.9406 0.9935 0.9915 0.9293 0.9556 0.8622 0.9474 0.9969 0.9990 0.9781 0.9765 0.9971 0.9190 0.9976 0.9697	"#current #tweetdebate Mc can only run diversions... ""Dr. Kissenger my old friend""!  Please."
" Definitely -3 Mccain REALLY never does look at Obama . I mean never , it's unsettling and I do mean -3 in tweetdebate language #tweetdebate "	, R $ ^ R R V V P ^ , O V R , L A & O V V $ P ^ N # ,	0.9919 0.9985 0.9668 0.9277 0.9984 0.9974 0.9993 0.8967 0.9984 0.9994 0.9973 0.9981 0.9918 0.9925 0.9975 0.9942 0.9991 0.9988 0.9991 0.9999 0.6584 0.9907 0.9778 0.5061 0.9087 0.9215 0.9744	"Definitely -3 Mccain REALLY never does look at Obama. I mean never, it's unsettling and I do mean -3 in tweetdebate language  #tweetdebate"
+5 Obama for understanding that conversation is key . #tweetdebate	$ ^ P V D N V A , #	0.9685 0.9943 0.9959 0.9421 0.6991 0.9998 0.9955 0.5836 0.9973 0.9863	+5 Obama for understanding that  conversation is key. #tweetdebate
Obama +2 for loose nukes in Russia #tweetdebate	^ $ P A N P ^ #	0.9807 0.9885 0.9958 0.8868 0.9843 0.9988 0.9876 0.9483	Obama +2 for loose nukes in Russia #tweetdebate
obama +3 he seems to have done his homework on Russia good job #tweetdebate	^ $ O V P V V D N P ^ A N #	0.9548 0.9291 0.9924 0.9991 0.9907 0.9997 0.9880 0.9996 0.9991 0.9992 0.9938 0.9924 0.9959 0.9615	obama +3 he seems to have done his homework on Russia good job #tweetdebate
" If Obama didn't talk with dangerous , wrong-headed militant jerks he wouldn't be in this debate . #Current #debate08 #tweetdebate "	, P ^ V V P A , A A N O V V P D N , # # # ,	0.9926 0.9739 0.9981 0.9993 0.9983 0.9948 0.9660 0.9985 0.9916 0.9528 0.9919 0.9820 0.9979 0.9997 0.9869 0.9762 0.9992 0.9971 0.9549 0.9898 0.9940 0.9889	"If Obama didn't talk with dangerous, wrong-headed militant jerks he wouldn't be in this debate. #Current #debate08 #tweetdebate"
#tweetdebate obama	# ^	0.9274 0.6270	#tweetdebate obama
fuck mccain #tweetdebate	! ^ #	0.4731 0.6499 0.9126	fuck mccain #tweetdebate
@current #current What's next McCain .. A B C - I'm glad you're not too old to remember your alphabet	@ # L A ^ , D N N , L A L R R A P V D N	0.9993 0.8172 0.9822 0.6946 0.8478 0.9915 0.9207 0.8099 0.5254 0.9046 0.9975 0.9599 0.9959 0.9989 0.9954 0.9958 0.9952 0.9999 0.9747 0.9986	@current #current What's next McCain.. A   B   C - I'm glad you're not too old to remember your alphabet
" McCain -3 For response on Russia . He's insulting , and he makes no sense . #tweetdebate "	, ^ $ P N P ^ , L V , & O V D N , # ,	0.9819 0.9666 0.9862 0.9959 0.9513 0.9988 0.9941 0.9957 0.9924 0.5523 0.9974 0.9992 0.9976 0.9999 0.9726 0.9996 0.9968 0.9505 0.9905	"McCain -3 For response on Russia. He's insulting, and he makes no sense. #tweetdebate"
McCain -2 for Putin/KGB comment #tweetdebate	^ $ P ^ V #	0.9397 0.9884 0.9995 0.9789 0.7934 0.9089	McCain -2 for Putin/KGB comment #tweetdebate
" +3 pts for McCain saying "" I see three initials in front of Putin's name ... a K , G , and B "" #tweetdebate "	, $ N P ^ V , O V $ N P N P Z N , D ^ , ^ , & N , # ,	0.9825 0.9908 0.9281 0.9998 0.9820 0.9915 0.9901 0.9973 0.9984 0.6857 0.9821 0.9982 0.9733 0.9987 0.9062 0.9936 0.9837 0.9533 0.4133 0.9542 0.5596 0.9873 0.9989 0.5615 0.9644 0.9611 0.9744	"+3 pts for McCain saying ""I see three initials in front of Putin's name...a K, G, and B"" #tweetdebate"
-3 McCain for dusty old KGB sound bite #tweetdebate	$ ^ P A A ^ V V #	0.9528 0.9592 0.9869 0.9983 0.9800 0.9978 0.5259 0.5847 0.9157	-3 McCain for dusty old KGB sound bite #tweetdebate
